10679;;;8680096097775;masque ffp2 bte de 25;;9,90;9,90;5,5;;;;0;1;1
10599;;;8682874692929;MASQUE CHIR ENFANT BTE 50;;4,90;4,90;5,5;;;;42;1;1
10010;;;6936827001125;THERMOMETRE SUNDISTRIB FLEXIBLE;;6,90;6,90;20,0;;;;0;1;1
9564;;;3701281700005;SOLUTION HYDRO ALCOOLIQUE 600 ML;;7,90;7,90;5,5;;;;0;1;1
7831;;9499917;;MASQUE 01 - MASQUE CHIR REMB;;,50;,50;2,1;;;;0;1;1
13123;;6174498;;ONE TOUCH DELICA PLUS LANC200;;13,21;13,21;5,5;;;;0;1;1
8866;;6174499;;ONE TOUCH DELICA PLUS STYL AUTOPIQ;;12,00;12,00;5,5;;;;0;1;1
8859;;6008526;;ORTOPAD SOFT GIRL MED PANS 50;;28,90;28,90;20,0;;;;0;1;1
10256;;;3770008207073;AUNEA PROMO LAIT  VISAGE ET CORPS LOT DE 2;;25,90;25,90;20,0;;;;1;1;1
7211;;9499751;;MASQUE CHIR BTE 10;;2,00;2,00;5,5;;;;1;1;1
9006;;;3560234516212;KIT VOYAGE 3 FLCS;;3,90;3,90;20,0;;;;0;1;1
12183;;4077755;;COTON GROSSE TETE TOILETTE BTE 50;;3,50;3,50;20,0;;;;0;1;1
7208;;9499662;;EAU DE COLOGNE;;5,90;5,90;20,0;;;;1;1;1
9866;;;3770008207127;AUNEA PROMO LOT DE LAIT 2*400ML +GEL 75MLOFFERT;;25,90;25,90;20,0;;;;0;1;1
9706;;;3595890250668;XL-S MEDICAL FORCE 5 GEL B/180;;119,90;119,90;20,0;;;;0;1;1
7818;;;3338221000699;PHYTODENSIA MASQUE 50 ML;;5,90;5,90;20,0;;;;3;1;1
7819;;;3338221000729;PHYTODENSIA SHP 50 ML;;4,50;4,50;20,0;;;;1;1;1
7817;;;3338221000644;PHYTOELIXIR CREME DE SOIN LAVANTE 30ML;;4,50;4,50;20,0;;;;0;1;1
11639;3400934001253;3400125;;GRAMIDIL 1 000 mg (amoxicilline trihydratée), poud;;3,30;3,30;2,1;;;;0;1;1
6482;;5494627;;EMBOUT CANNE PIVOFLEX GRIS;;2,50;2,50;20,0;;;;5;1;1
6956;;6017438;;SERINGUE BD EMER 10ML;;,50;,50;20,0;;;;0;1;1
7093;;;2550010010011;PEIGNE ANTI POUX POUX'KILL;;8,90;8,90;20,0;;;;0;1;1
10947;;;3760226511144;BROSSE A DENT FT WAVE PAW PATROL;;3,90;3,90;20,0;;;;7;1;1
11958;;6013687;;MEDISET POSE 3VOIE 478914;;16,90;16,90;20,0;;;;0;1;1
6477;;9499521;;LUNETTE SOLEIL BABY;;14,90;14,90;20,0;;;;7;1;1
13748;3400936077546;3607754;;NEULASTA 6 mg (pegfilgrastim), solution injectable;;706,57;706,57;2,1;;;;0;1;1
8619;;2431448;0105033955005;BISTOURI CPLT SW N15 B BTE DE 10;;8,90;8,90;20,0;;;;0;1;1
11927;;4134855;;COUPE COMPRIME DUPONT MEDICAL;;9,90;9,90;20,0;;;;0;1;1
13894;;9497864;;HUILE DE RICIN 60 ML;;5,50;5,50;20,0;;;;1;1;1
12734;;2434576;;STIMEX ELECTRODE TENS 5X9CM 2;;5,18;5,18;20,0;;;;0;1;1
4623;;5489856;;CANNE VILG REGLABLE ANTHRACITE;;12,20;12,20;10,0;;;;0;1;1
8900;;5497264;3701126700436;URINAL HOMME 1L;;4,90;4,90;20,0;;;;1;1;1
4653;;;3428881400202;SUPERDIET GELÉE ROY BIO GELÉE P/25G 15%OFFERT;;19,90;19,90;5,5;;;;0;1;1
5023;;9497485;;FORFAIT INSTALATION LIT;;230,00;230,00;20,0;;;;0;1;1
4626;;9497491;;HUILE DE RICIN 250 ML;;8,90;8,90;20,0;;;;0;1;1
11542;3401547875347;4787534;3518681003731;GMAX-GELEE ROYALE S BUV 30A/2ML;;12,30;12,30;5,5;;;;0;1;1
14213;;7560096;3534190002287;FOUCAUD EAU SOIN SS ALC BB FL VERRE/250ML;;14,10;14,10;20,0;;;;0;1;1
4621;;9010709;3770016494083;MASQUE CHIR ELASTIQUE BTE 50;;4,90;4,90;5,5;;;;18;1;1
4622;;9497189;;LOC AEROSOL  MANO SONIQUE 7 JOURS T;;19,67;19,67;5,5;;;;0;1;1
7036;;;0785618135626;PILE CR2032;;2,00;2,00;20,0;;;;0;1;1
4929;;9000071;;LOC TIRE LAIT A LA SEMAINE  KITETT;;7,50;7,50;2,1;;;;0;1;1
9733;;;3615800001699;DEAMBULATEUR ROLLATOR MILAN 4 ROUES;;83,31;83,31;10,0;;;;0;1;1
4930;3401096420135;9642013;;MASQUE FFP2;;1,00;1,00;20,0;;;;87;1;1
14244;3401577943399;7794339;8470002318458;NEXCARE COLDHOT MINI COUSS THERMIQUE 12X11CM;;9,90;9,90;20,0;;;;0;1;1
12216;3401078336317;7833631;;ROTULAX GENOUIL ROTUL OUV T2;;29,90;29,90;5,5;;;;0;1;1
6879;3401072875591;7287559;;ATOMISOR NEB MS1;;20,60;20,60;20,0;;;;0;1;1
12454;3401373654437;7365443;3264680000546;NUXE REVE MIEL BAUM LEV 15ML 1;;9,90;9,90;20,0;;;;1;1;1
4919;3401073757896;7375789;;STOP-HEMO PANS ADH 3 FORMAT 12;;7,50;7,50;20,0;;;;0;1;1
13639;3401076151240;7615124;3341175311001;SCHOLL PROTEC EMPL DURILLON 4;;4,24;4,24;20,0;;;;0;1;1
11653;;7675971;8470002626348;MEDIPOREEPAD 3M PANS ADHESIF 10X10 BT5;;1,37;1,37;20,0;;;;0;1;1
